path,label,pca_split[0],pca_split[1],pca_split[2],pca_split[3],pca_split[4],pca_split[5],pca_split[6],pca_split[7],pca_split[8],pca_split[9],pca_split[10],pca_split[11],pca_split[12],pca_split[13],pca_split[14],pca_split[15],pca_split[16],pca_split[17],pca_split[18],pca_split[19],pca_split[20],pca_split[21],pca_split[22],pca_split[23],pca_split[24],pca_split[25],pca_split[26],pca_split[27],pca_split[28],pca_split[29]
dbfs:/mnt/fruits/Training/apple_hit_1/r0_102.jpg,apple_hit_1,32.78157997252087,2.493256108198812,-0.9781886793350496,7.968040522517688,-6.750552086589272,-2.160014503060809,2.6104033406939853,-3.2840214637321408,-9.808689591949012,10.442268354519864,2.452040704114297,2.6952146214411736,4.085803944395302,-8.862521530744676,-7.58702455793644,-2.7000951626710816,14.20243565796648,-4.986500959200435,1.1936145542546497,-1.4449130545245885,3.012789696037578,11.548568887653664,5.6608213361979836,-10.321108500128732,-7.228380308151355,6.362714070761198,-5.4914220706675385,2.6968958799261555,-3.960942214994892,-3.1081527330234597
dbfs:/mnt/fruits/Training/apple_hit_1/r0_146.jpg,apple_hit_1,9.238765481341566,17.96241985822134,-6.761588229562615,11.157986769614888,-3.7407370970138087,5.099932812240743,-0.6194942049502538,10.61952089248717,2.5604764208413004,10.495448427442351,4.948296016704761,0.6891751633837049,-0.516287298789931,-11.37694846562163,-1.9811907403562716,-0.43247487357565634,2.86037870892294,-3.4220663966586473,-3.2773015237756264,-1.5647839105075738,2.44701403347421,2.5510160486672673,0.6616905105923663,-9.820450294700805,-0.2508861896289679,-5.596086920646366,0.06480627591430728,-3.724542742754475,-1.4133671067284168,-4.121083604170982
dbfs:/mnt/fruits/Training/apple_hit_1/r0_82.jpg,apple_hit_1,40.08706350042727,5.061986380273932,-7.809240396719127,8.909331047108749,-9.414543464292546,3.9391782154954145,-0.2937838291094507,3.563075259276089,-5.413835280395154,4.460169224550245,11.576507460802446,3.0143838715509803,3.5403506428981646,-12.09468747033399,-8.752144765759603,2.356653618563178,6.832068231886499,-8.252394029597536,3.2681670736992667,-0.7717807075686285,2.7811095496031277,0.39896392107600376,2.9393048959384895,-12.57263213225169,-3.1514480237029887,2.259287177116011,-3.916261816067457,5.6307693153129055,-5.270594399342219,-8.920868853717803
dbfs:/mnt/fruits/Training/apple_hit_1/r2_24.jpg,apple_hit_1,-6.71055495229722,16.857716492442766,1.049959583098352,10.352869802495862,-1.5159566776893234,3.874459806598686,1.3618160665703591,1.7783123261575295,-4.328819215416795,6.0315162396310456,2.460236233369328,7.8241532918968675,-10.737520770850155,-5.0655470912662555,1.1969592019549031,-0.5631641966222125,-1.1474491557553348,2.2810651044083134,0.4295182938827787,1.2775394019598392,-0.9330902486819755,1.735344647475148,3.65670404259302,-0.4487198523799369,-0.321433435321204,1.4133931218227371,2.508542614670081,-3.3974648057294257,0.7362485241591213,0.2766442535737344
dbfs:/mnt/fruits/Training/apple_hit_1/r2_196.jpg,apple_hit_1,11.710525668127616,0.5521346858489506,-7.8792851138733635,14.805856009896747,-0.01913536879145032,5.5220181401010375,-5.862823734219857,6.785459516517393,-7.358351361417948,-2.2675271768874623,10.074536931885682,1.986535760066514,-0.24172562890920227,-4.055406715113379,0.7255246360103512,-4.927144868371858,-5.694327402220789,1.5307643883100563,6.658196899832617,1.8853029980535552,-1.4347439152743442,1.1510134649687813,2.848806635292676,0.5879648701704251,0.16884026268442914,-0.5067134311004979,-4.817730963902335,2.7883107919004777,0.7984529420661775,-1.4658725912165018
dbfs:/mnt/fruits/Training/apple_hit_1/r1_268.jpg,apple_hit_1,20.8345615736221,-6.191864594327594,-2.686244813499638,13.552078104844357,-8.269918642983866,8.30501224687795,0.6161417582257942,5.410067695150564,-12.227884551510897,2.35785677178409,9.03289584412401,7.252450582007813,0.014397684173624956,-8.865365270852033,-5.554990956536186,-1.3404310013236886,2.183434270008084,-2.432771848070916,5.1305689744859455,1.5541855438362713,1.1963814248262539,2.7832815754743914,7.618310961657948,-4.373996499360135,-2.5449427772596356,6.999450223322592,-0.6376037414182565,-2.190244241749498,-4.546051248687897,-0.1733430793811521
dbfs:/mnt/fruits/Training/apple_hit_1/r1_102.jpg,apple_hit_1,1.035723414503248,6.513701334160023,-11.164832977797246,10.165111835134564,-10.547991054849595,2.133627499339875,-10.271761281263261,-9.299083708291644,-11.088729874148376,3.6580370343231783,0.9105797985600131,4.445084427352973,5.9939018238030926,2.7802966847094557,4.659226121057462,3.4251420348619503,-5.216419574593303,4.455136383927126,2.145417060380302,3.867409204866971,2.0205170069803193,-4.612271082491477,0.5858218665537052,2.0425721597570003,2.331252664404944,-2.2907932431441,0.9410541489289458,2.367580613463614,-0.9555521167096175,4.068648894705461
dbfs:/mnt/fruits/Training/apple_hit_1/r1_64.jpg,apple_hit_1,9.691847735670063,1.9852069952231763,-13.85993350932201,9.586295312357228,-19.466338273908505,2.968377811034097,-7.78994110107227,-8.80455470575446,-13.757326322218542,2.9905879451792674,-0.20240625268082074,6.986784492143288,5.653808798293173,0.5402849472764673,5.420804978098235,2.7799082884685813,-5.320160318165505,3.7483410744991996,0.5039689199507613,2.8505641629849907,0.9333268494476228,-4.955351210620542,3.285171333507683,0.05725407894188247,-1.1260477561405817,2.137360963156398,-0.5677421548100957,2.675584777285179,-1.1448583733439484,4.561419469295509
dbfs:/mnt/fruits/Training/apple_hit_1/r2_162.jpg,apple_hit_1,17.286766969834837,-4.672406468138508,-10.315251753833389,16.448463014340692,-0.11460362807855945,4.213300612481059,1.8466824787096572,9.679560614976621,-7.366371786877177,-0.32054319590094876,12.683508585196677,2.9164587040066485,2.4685353983067637,-8.20351093166609,-1.8647046548954342,3.5286806854934096,-9.574771994883415,-9.346358273668073,6.574112596348181,4.240234157977426,-4.230520374997875,-0.15203211206330813,2.2652463458995937,-2.6831598214697134,2.5046921395711217,0.08557629626247054,-1.317107932463551,-0.1161464339079845,0.1817734048916825,2.6134084056443285
dbfs:/mnt/fruits/Training/cabbage_white_1/r0_132.jpg,cabbage_white_1,6.008913690947321,-3.050109022782237,17.349321437818706,8.226402753228145,17.00446652860653,-5.112304975367671,11.554234043333127,-3.750362515899072,-16.566386111357932,-4.428934885625237,17.742251413963974,0.5267774600980382,12.677028608319157,-5.368274641127429,-9.510350144703086,0.5748972196739318,-0.2808247740081208,3.019376910914272,-8.774439709965527,-3.335606793215987,-4.5976637113028405,-1.5095035253309004,-8.365410207704059,1.8465857152817924,-1.6561678454838078,0.020178434177970203,1.265130692519906,-0.7851700262353531,-2.464768348765598,2.1746956090204934
